genre,song_name,danceability,energy,loudness,valence,,,,,,,
Hiphop,RENTAL,0.672,0.452,-7.947,0.514,,,,,,,
Hiphop,I Thought About Killing You,0.742,0.407,-6.938,0.39,,,,,,,
Hiphop,Yikes,0.676,0.777,-3.241,0.226,,,,,,,
Hiphop,All Mine,0.925,0.308,-6.562,0.265,,,,,,,
Hiphop,No Mistakes,0.64,0.643,-2.442,0.335,,,,,,,
Hiphop,Ghost Town,0.572,0.543,-4.251,0.329,,,,,,,
Hiphop,Violent Crimes,0.665,0.417,-6.731,0.04,,,,,,,
Hiphop,Wouldn't Leave,0.555,0.433,-8.559,0.352,,,,,,,
Hiphop,Taste (feat. Offset),0.884,0.559,-7.442,0.342,,,,,,,
Hiphop,Ice Cream Man,0.902,0.67,-4.074,0.39,,,,,,,
Hiphop,The Ghetto,0.73,0.694,-6.747,0.46,,,,,,,
Hiphop,Runaway,0.383,0.579,-3.765,0.103,,,,,,,
Hiphop,Hell Of A Life,0.444,0.823,-5.388,0.445,,,,,,,
Hiphop,Dark Fantasy,0.569,0.572,-5.893,0.423,,,,,,,
Hiphop,Gorgeous,0.582,0.737,-3.477,0.122,,,,,,,
Hiphop,435,0.539,0.804,-5.504,0.798,,,,,,,
Hiphop,Feel The Love,0.58,0.469,-5.946,0.369,,,,,,,
Hiphop,4th Dimension,0.765,0.542,-6.755,0.734,,,,,,,
Hiphop,Reborn,0.585,0.597,-7.499,0.227,,,,,,,
Hiphop,Cudi Montage,0.729,0.504,-6.784,0.305,,,,,,,
Hiphop,OSOM (feat. J. Cole),0.758,0.668,-6.776,0.382,,,,,,,
Hiphop,Adam and Eve,0.624,0.803,-5.107,0.172,,,,,,,
Hiphop,White Label,0.565,0.717,-4.455,0.341,,,,,,,
Hiphop,Ned Flanders (feat. A$AP Ferg),0.936,0.495,-6.062,0.299,,,,,,,
Hiphop,Audi.,0.794,0.366,-10.051,0.278,,,,,,,
Hiphop,Myself,0.504,0.393,-7.61,0.0813,,,,,,,
Hiphop,RUN,0.545,0.576,-7.467,0.181,,,,,,,
Hiphop,Infatuated,0.748,0.779,-4.28,0.326,,,,,,,
Hiphop,Dark Out ft. AzN (prod. Drago),0.592,0.537,-13.115,0.315,,,,,,,
Hiphop,GHOST,0.783,0.545,-6.638,0.251,,,,,,,
Hiphop,TATI,0.779,0.767,-5.462,0.523,,,,,,,
Hiphop,Superstar (feat. Matthew Santos),0.572,0.822,-6.015,0.472,,,,,,,
Hiphop,Best I Ever Had,0.457,0.855,-4.877,0.59,,,,,,,
Hiphop,All That Glitters (feat. Mudi),0.823,0.565,-7.039,0.591,,,,,,,
Hiphop,Donâ€™t Matter To Me,0.825,0.317,-12.39,0.136,,,,,,,
Hiphop,Passionfruit,0.809,0.463,-11.377,0.364,,,,,,,
Hiphop,Make Your Move,0.807,0.625,-6.57,0.756,,,,,,,
Hiphop,Legends,0.594,0.798,-5.244,0.381,,,,,,,
Hiphop,London (feat. EO),0.743,0.651,-4.452,0.511,,,,,,,
Hiphop,1999 WILDFIRE,0.811,0.57,-8.093,0.814,,,,,,,
Hiphop,TEETH,0.432,0.554,-8.046,0.5,,,,,,,
Hiphop,Butterflies (feat. Not3s),0.761,0.685,-9.796,0.596,,,,,,,
Hiphop,Faust Road,0.92,0.439,-8.166,0.679,,,,,,,
Hiphop,Inconsiderate,0.535,0.489,-9.382,0.276,,,,,,,
Hiphop,T N Biscuits,0.719,0.589,-9.044,0.424,,,,,,,
Hiphop,Coldeine,0.541,0.522,-9.602,0.344,,,,,,,
Hiphop,Creepin n Lurkin,0.546,0.787,-3.357,0.266,,,,,,,
Hiphop,Curse3dgirls,0.819,0.701,-5.098,0.41,,,,,,,
Hiphop,Figaro,0.836,0.812,-6.985,0.769,,,,,,,
Hiphop,That's O.K.,0.412,0.608,-9.787,0.0653,,,,,,,
Hiphop,These Words Are Everything,0.598,0.578,-6.468,0.508,,,,,,,
Hiphop,Green Light,0.783,0.449,-9.634,0.595,,,,,,,
Hiphop,Hills,0.242,0.386,-8.319,0.134,,,,,,,
Hiphop,Grandma Hips,0.752,0.83,-4.249,0.777,,,,,,,
Hiphop,Bangladesh,0.58,0.673,-6.17,0.418,,,,,,,
Hiphop,Dark Comedy Late Show,0.503,0.833,-7.357,0.514,,,,,,,
Hiphop,Om,0.629,0.831,-5.858,0.549,,,,,,,
Hiphop,Wasted (feat. Lil Uzi Vert),0.742,0.579,-5.024,0.502,,,,,,,
Hiphop,Used To,0.631,0.709,-4.666,0.2,,,,,,,
Hiphop,BEN CARSON,0.545,0.423,-11.062,0.33,,,,,,,
Hiphop,That's That,0.5,0.728,-4.922,0.853,,,,,,,
Hiphop,Re:Definition,0.41,0.864,-2.855,0.677,,,,,,,
Hiphop,Business,0.901,0.813,-4.509,0.502,,,,,,,
Hiphop,Meat Grinder,0.571,0.717,-8.333,0.881,,,,,,,
Hiphop,Vomitspit,0.603,0.827,-5.677,0.846,,,,,,,
Hiphop,Sofa King (feat. MF DOOM),0.71,0.587,-8.939,0.84,,,,,,,
Hiphop,All Caps,0.358,0.889,-8.045,0.666,,,,,,,
Hiphop,?,0.532,0.629,-7.955,0.545,,,,,,,
Hiphop,FlatBed Freestyle,0.755,0.552,-5.604,0.402,,,,,,,
Hiphop,Shoota (feat. Lil Uzi Vert),0.673,0.649,-8.433,0.47,,,,,,,
Hiphop,Meditate (feat. J.I.D.),0.743,0.679,-8.295,0.618,,,,,,,
Hiphop,Childs Play,0.746,0.475,-11.243,0.292,,,,,,,
Hiphop,Do You Understand? (feat. Gunna & Tory Lanez),0.878,0.527,-5.194,0.178,,,,,,,
Hiphop,Garden Shed (feat. Estelle),0.423,0.456,-8.45,0.148,,,,,,,
Hiphop,It Ain't Hard to Tell,0.69,0.729,-5.819,0.357,,,,,,,
Hiphop,Opps (with Yugen Blakrok),0.706,0.775,-6.819,0.847,,,,,,,
Hiphop,YOU'RE THE ONE,0.824,0.396,-9.663,0.252,,,,,,,
Hiphop,Bodiless,0.487,0.416,-12.128,0.439,,,,,,,
Hiphop,Champion (feat. Travis Scott),0.642,0.782,-3.395,0.396,,,,,,,
Hiphop,SUMO | ZUMO,0.822,0.861,-8.846,0.548,,,,,,,
Hiphop,SUPER SAIYAN SUPERMAN | ZUPER ZA1YAN ZUPERMAN,0.76,0.715,-7.128,0.0479,,,,,,,
Hiphop,SWITCH IT UP | ZWITCH 1T UP,0.567,0.723,-5.33,0.272,,,,,,,
Hiphop,MAD I GOT IT | MAD 1 GOT 1T,0.715,0.57,-7.682,0.371,,,,,,,
Hiphop,SIRENS | Z1RENZ [FEAT. J.I.D | J.1.D],0.66,0.784,-7.696,0.642,,,,,,,
Hiphop,PERCS | PERCZ,0.707,0.617,-8.446,0.534,,,,,,,
Hiphop,BLACK METAL TERRORIST | 13 M T,0.626,0.659,-8.324,0.112,,,,,,,
Hiphop,20 Years Later,0.762,0.518,-7.282,0.546,,,,,,,
Hiphop,wokeuplikethis*,0.785,0.62,-6.667,0.478,,,,,,,
Hiphop,LIFE,0.902,0.497,-9.236,0.463,,,,,,,
Hiphop,Street Punks,0.756,0.49,-12.265,0.606,,,,,,,
Hiphop,In the Hood - Remix Version w/ Rap,0.77,0.403,-12.051,0.448,,,,,,,
Hiphop,Guillotines,0.61,0.819,-4.626,0.454,,,,,,,
Hiphop,Wild Irish Roses,0.639,0.295,-11.237,0.634,,,,,,,
Hiphop,Headlines,0.636,0.566,-7.16,0.425,,,,,,,
Hiphop,Hurt Me,0.62,0.451,-7.623,0.294,,,,,,,
Hiphop,Answer,0.368,0.838,-6.465,0.477,,,,,,,
Hiphop,Sober,0.699,0.601,-6.48,0.434,,,,,,,
Hiphop,Fallen,0.499,0.712,-7.563,0.231,,,,,,,
Hiphop,Taking A Walk,0.767,0.538,-6.044,0.343,,,,,,,
Hiphop,Wish - Trippie Mix,0.561,0.832,-7.661,0.666,,,,,,,
Hiphop,Missing My Idols,0.706,0.637,-7.284,0.528,,,,,,,
Hiphop,BANG!,0.715,0.529,-9.019,0.467,,,,,,,
Hiphop,Oomps Revenge,0.579,0.587,-8.383,0.705,,,,,,,
Hiphop,Fineing & Kissing (feat. Chris Brown),0.648,0.53,-9.474,0.138,,,,,,,
Hiphop,Yellow Tape,0.697,0.552,-6.666,0.382,,,,,,,
Hiphop,Purity (feat. Frank Ocean),0.593,0.37,-11.674,0.312,,,,,,,
Hiphop,Something New (feat. Ty Dolla $ign),0.814,0.635,-6.609,0.784,,,,,,,
Hiphop,Skateboard P (feat. Big Sean),0.831,0.47,-7.48,0.339,,,,,,,
Hiphop,Love Hurts (feat. Travis Scott),0.724,0.45,-5.763,0.464,,,,,,,
Hiphop,Extinction,0.549,0.497,-8.645,0.113,,,,,,,
Hiphop,Deira City Centre,0.677,0.655,-5.541,0.146,,,,,,,
Hiphop,Under the Sun,0.81,0.551,-8.647,0.765,,,,,,,
Hiphop,Vibes and Stuff,0.819,0.261,-14.406,0.487,,,,,,,
Hiphop,"Telephone Calls (feat. A$AP Rocky, Tyler, The Creator, Playboi Carti & Yung Gleesh)",0.732,0.772,-6.142,0.493,,,,,,,
Hiphop,Album of the Year - Freestyle,0.705,0.816,-7.046,0.929,,,,,,,
Hiphop,Wildin',0.76,0.48,-8.535,0.877,,,,,,,
Hiphop,Mood Swings,0.429,0.534,-9.902,0.49,,,,,,,
Hiphop,Waiting for You,0.524,0.274,-13.931,0.342,,,,,,,
Hiphop,TOGETHER,0.622,0.375,-8.115,0.357,,,,,,,
Hiphop,Beamer Boy,0.743,0.732,-4.511,0.339,,,,,,,
Hiphop,1998 TRUMAN,0.607,0.713,-6.206,0.482,,,,,,,
Hiphop,Complicated,0.867,0.639,-5.778,0.736,,,,,,,
Hiphop,GHOST,0.782,0.531,-6.636,0.247,,,,,,,
Hiphop,Culture Club,0.714,0.623,-2.043,0.0766,,,,,,,
Hiphop,Polaroid,0.862,0.673,-4.572,0.562,,,,,,,
Hiphop,Disneyland,0.434,0.663,-6.969,0.391,,,,,,,
Hiphop,SLOW DANCING IN THE DARK,0.515,0.479,-7.458,0.284,,,,,,,
Hiphop,Will He,0.618,0.217,-15.372,0.0872,,,,,,,
Hiphop,Smoke the Weed (feat. Collie Buddz),0.645,0.821,-4.03,0.661,,,,,,,
Hiphop,Shadowboxin',0.704,0.642,-10.11,0.72,,,,,,,
Hiphop,I'm In It,0.485,0.604,-4.591,0.45,,,,,,,
Hiphop,Gazzillion Ear (feat. Thom Yorke) - Thom Yorke Remix,0.751,0.752,-7.639,0.788,,,,,,,
Hiphop,Afraid of Us,0.681,0.817,-6.429,0.482,,,,,,,
Hiphop,Deathisanillusion. (feat. Hideyourenvy),0.625,0.786,-7.724,0.458,,,,,,,
Hiphop,BERLIN,0.716,0.621,-6.626,0.644,,,,,,,
Hiphop,DISTRICT,0.66,0.738,-6.728,0.515,,,,,,,
Hiphop,TAPE,0.566,0.898,-4.999,0.382,,,,,,,
Hiphop,HONEY,0.74,0.787,-6.343,0.178,,,,,,,
Hiphop,VIVID,0.68,0.657,-4.85,0.23,,,,,,,
Hiphop,Peach Fuzz,0.593,0.673,-6.324,0.88,,,,,,,
Hiphop,CALLIGRAPHY,0.643,0.532,-9.712,0.299,,,,,,,
Hiphop,SMILE,0.709,0.647,-8.509,0.527,,,,,,,
Hiphop,NEW ORLEANS,0.639,0.815,-4.962,0.4,,,,,,,
Hiphop,On God,0.867,0.555,-7.747,0.452,,,,,,,
Hiphop,Free,0.755,0.535,-5.088,0.38,,,,,,,
Hiphop,Potato Salad,0.538,0.612,-6.02,0.684,,,,,,,
Hiphop,Don't Cry (feat. XXXTENTACION),0.618,0.71,-6.066,0.233,,,,,,,
Hiphop,Let It Fly (feat. Travis Scott),0.902,0.819,-3.321,0.745,,,,,,,
Hiphop,Can't Be Broken,0.58,0.577,-5.997,0.153,,,,,,,
Hiphop,SAN MARCOS,0.388,0.503,-5.628,0.53,,,,,,,
Hiphop,Diamonds,0.771,0.579,-8.318,0.196,,,,,,,
Hiphop,Gundam Wing,0.738,0.691,-6.602,0.328,,,,,,,
Hiphop,Reasonable Doubt,0.787,0.613,-6.511,0.0744,,,,,,,
Hiphop,"If I'm Lyin, I'm Flyin",0.715,0.617,-5.558,0.289,,,,,,,
Hiphop,Heavensent,0.578,0.705,-5.918,0.333,,,,,,,
Hiphop,ProductOfDrugs (Prod. The Virus and Antidote),0.476,0.781,-4.71,0.175,,,,,,,
Hiphop,Broke,0.751,0.684,-4.325,0.864,,,,,,,
Hiphop,Chicago Diner,0.843,0.559,-7.876,0.42,,,,,,,
Hiphop,Pretend,0.674,0.479,-12.938,0.272,,,,,,,
Hiphop,Falling,0.785,0.431,-8.756,0.236,,,,,,,
Hiphop,Wild,0.642,0.63,-7.371,0.205,,,,,,,
Hiphop,Ottolenghi,0.752,0.584,-10.634,0.264,,,,,,,
Hiphop,Fine China,0.656,0.542,-7.358,0.551,,,,,,,
Hiphop,U Said,0.265,0.827,-4.661,0.131,,,,,,,
Hiphop,Doin' Me,0.517,0.476,-7.454,0.123,,,,,,,
Hiphop,93 'Til Infinity,0.59,0.672,-11.792,0.688,,,,,,,
Hiphop,Honesty,0.616,0.204,-11.421,0.419,,,,,,,
Hiphop,The Choice Is Yours (Revisited),0.867,0.679,-12.028,0.68,,,,,,,
Hiphop,Let's Stay Together,0.756,0.397,-10.701,0.507,,,,,,,
Hiphop,Runnin',0.754,0.792,-8.21,0.843,,,,,,,
Hiphop,"Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)",0.683,0.902,-7.389,0.724,,,,,,,
Hiphop,You Stressin',0.529,0.717,-6.883,0.572,,,,,,,
Hiphop,LAF,0.402,0.64,-13.35,0.88,,,,,,,
Hiphop,just got off work,0.7,0.353,-13.816,0.735,,,,,,,
Hiphop,Curse,0.556,0.64,-7.504,0.703,,,,,,,
Hiphop,"The Basement (feat. Heavy D, Rob-O, Grap & Dida)",0.647,0.751,-10.782,0.718,,,,,,,
Hiphop,Loungin',0.716,0.58,-12.747,0.707,,,,,,,
Hiphop,Step To My Girl,0.69,0.672,-9.38,0.736,,,,,,,
Hiphop,basement,0.562,0.752,-5.034,0.781,,,,,,,
Hiphop,Life is Beautiful,0.533,0.638,-9.411,0.324,,,,,,,
Hiphop,Runaway,0.399,0.591,-8.792,0.175,,,,,,,
Hiphop,Sex with My Ex,0.497,0.77,-4.298,0.47,,,,,,,
Hiphop,Cry Alone,0.637,0.856,-5.649,0.285,,,,,,,
Hiphop,Fingers,0.546,0.835,-6.399,0.423,,,,,,,
Hiphop,Wicked,0.812,0.534,-6.6,0.223,,,,,,,
Hiphop,1400 / 999 Freestyle,0.825,0.572,-6.067,0.568,,,,,,,
Hiphop,Molasses (feat. RZA),0.503,0.755,-4.811,0.807,,,,,,,
Hiphop,Off Deez (with J. Cole),0.874,0.58,-6.164,0.434,,,,,,,
Hiphop,Revenge,0.671,0.441,-11.026,0.109,,,,,,,
Hiphop,Verbal Intercourse (feat. Ghostface Killah & Nas),0.814,0.663,-7.446,0.52,,,,,,,
Hiphop,Fancy Clown,0.537,0.753,-9.441,0.693,,,,,,,
Hiphop,Sorcerers,0.644,0.835,-6.768,0.695,,,,,,,
Hiphop,SOHO,0.547,0.596,-7.744,0.368,,,,,,,
Hiphop,A Calabasas Freestyle,0.707,0.746,-5.448,0.381,,,,,,,
Hiphop,Plastic,0.759,0.733,-7.015,0.411,,,,,,,
Hiphop,Mercury: Retrograde,0.831,0.814,-7.364,0.389,,,,,,,
Hiphop,I Wonder,0.54,0.476,-8.658,0.116,,,,,,,
Hiphop,November,0.547,0.759,-7.039,0.575,,,,,,,
Hiphop,SICKO MODE,0.834,0.73,-3.714,0.446,,,,,,,
Hiphop,When You're Near,0.782,0.613,-11.451,0.634,,,,,,,
Hiphop,Trust Me,0.853,0.595,-9.644,0.613,,,,,,,
Hiphop,Nuketown (feat. Juice WRLD),0.808,0.617,-9.32,0.632,,,,,,,
Hiphop,LA LA,0.765,0.574,-8.456,0.606,,,,,,,
Hiphop,Yacht Club (feat. Juice WRLD),0.721,0.508,-7.496,0.457,,,,,,,
Hiphop,Far Gone (feat. Lil Baby),0.926,0.444,-9.024,0.389,,,,,,,
Hiphop,That Jazz,0.65,0.509,-6.106,0.364,,,,,,,
Hiphop,difference (interlude),0.593,0.0668,-15.268,0.19,,,,,,,
Hiphop,Black Jeep,0.748,0.569,-8.917,0.412,,,,,,,
Hiphop,Reflection,0.45,0.332,-11.524,0.0636,,,,,,,
Hiphop,R.I.P,0.719,0.716,-5.334,0.426,,,,,,,
Hiphop,151 Rum,0.756,0.867,-3.626,0.666,,,,,,,
Hiphop,Acknowledge,0.729,0.705,-7.27,0.626,,,,,,,
Hiphop,Let Yourself Go,0.735,0.683,-7.753,0.494,,,,,,,
Hiphop,Extortion (feat. Method Man),0.816,0.868,-3.06,0.859,,,,,,,
Hiphop,Sorcerer,0.567,0.603,-9.217,0.446,,,,,,,
Hiphop,Can I Watch? (feat. Apani B as Nikki),0.758,0.531,-9.617,0.587,,,,,,,
Hiphop,Bad Religion,0.359,0.367,-7.684,0.104,,,,,,,
Hiphop,Two Tone Durag,0.479,0.897,-3.141,0.739,,,,,,,
Hiphop,Consecutive Normal Punches (feat. Buddy),0.83,0.631,-4.949,0.358,,,,,,,
Hiphop,Creepshow (feat. IDK & Chip tha Ripper),0.686,0.792,-6.252,0.693,,,,,,,
Hiphop,Facade Records,0.754,0.808,-4.238,0.657,,,,,,,
Hiphop,Dear Diary,0.782,0.584,-8.349,0.51,,,,,,,
Hiphop,Murder On My Mind,0.759,0.73,-7.985,0.74,,,,,,,
Hiphop,Killshot,0.893,0.651,-8.647,0.6,,,,,,,
Hiphop,Notty Headed Nigguhz,0.776,0.711,-9.483,0.494,,,,,,,
Hiphop,Da Grind (Featuring Apocalypse),0.729,0.619,-6.798,0.649,,,,,,,
Hiphop,Show & Prove,0.74,0.783,-6.403,0.779,,,,,,,
Hiphop,Tearz,0.914,0.394,-10.239,0.427,,,,,,,
Hiphop,Lifesaver,0.718,0.488,-12.136,0.669,,,,,,,
Hiphop,I Wonder,0.52,0.87,-2.108,0.747,,,,,,,
Hiphop,Alkaline,0.774,0.537,-6.899,0.549,,,,,,,
Hiphop,Ride,0.677,0.497,-8.064,0.461,,,,,,,
Hiphop,You Feel Me,0.808,0.693,-8.559,0.218,,,,,,,
Hiphop,Young Black Intelligent,0.68,0.687,-8.56,0.786,,,,,,,
Hiphop,Do For Love,0.874,0.63,-3.585,0.717,,,,,,,
Hiphop,Figaro,0.836,0.799,-7.051,0.78,,,,,,,
Hiphop,Old niggas,0.802,0.616,-9.74,0.606,,,,,,,
Hiphop,Moonlight Shawty,0.686,0.195,-15.136,0.129,,,,,,,
Hiphop,Wrong Side of da Tracks,0.861,0.56,-9.974,0.634,,,,,,,
Hiphop,Cool Down - Feat. Raashan Ahmad,0.525,0.461,-10.689,0.347,,,,,,,
Hiphop,Drive In,0.688,0.484,-9.865,0.531,,,,,,,
Hiphop,1nce Again (feat. Tammy Lucas) - Radio Version,0.791,0.541,-6.751,0.841,,,,,,,
Hiphop,Hellucination,0.806,0.525,-13.166,0.473,,,,,,,
Hiphop,When The Clock Ticks - Feat. J. Sands,0.599,0.594,-9.324,0.794,,,,,,,
Hiphop,To Live & Die In L.A.,0.593,0.859,-6.209,0.785,,,,,,,
Hiphop,King To A God,0.467,0.914,-2.944,0.964,,,,,,,
Hiphop,Fine You,0.876,0.573,-3.764,0.756,,,,,,,
Hiphop,Forgot About Dre,0.924,0.74,-1.299,0.621,,,,,,,
Hiphop,Bang Bang,0.865,0.884,-2.435,0.788,,,,,,,
Hiphop,Wing Ridden Angel,0.236,0.498,-7.688,0.187,,,,,,,
Hiphop,Skin,0.373,0.575,-4.563,0.0583,,,,,,,
Hiphop,Show Business,0.886,0.591,-12.323,0.828,,,,,,,
Hiphop,Verses from the Abstract,0.868,0.424,-14.047,0.755,,,,,,,
Hiphop,Let's Stay Together,0.728,0.467,-7.394,0.584,,,,,,,
Hiphop,Son Of A Preacher Man,0.367,0.472,-11.902,0.761,,,,,,,
Hiphop,Dream Eater,0.562,0.714,-7.936,0.509,,,,,,,
Hiphop,Sleepless,0.53,0.688,-7.482,0.389,,,,,,,
Hiphop,Brown Skin Lady,0.57,0.553,-9.137,0.828,,,,,,,
Hiphop,HURDLES,0.426,0.668,-6.651,0.567,,,,,,,
Hiphop,Monkey Suite,0.503,0.576,-9.227,0.862,,,,,,,
Hiphop,Sweet Nothings,0.37,0.663,-8.216,0.733,,,,,,,
Hiphop,Drive In,0.484,0.66,-11.224,0.588,,,,,,,
Hiphop,Can't Reform Em,0.546,0.599,-10.094,0.605,,,,,,,
Hiphop,Om,0.637,0.718,-8.724,0.552,,,,,,,
Hiphop,I Can Do No Wrong,0.414,0.67,-6.295,0.727,,,,,,,
Hiphop,Thought You Should Know,0.535,0.69,-8.262,0.494,,,,,,,
Hiphop,Homesick,0.5,0.668,-8.629,0.463,,,,,,,
Hiphop,Cold Hearted,0.468,0.83,-6.588,0.702,,,,,,,
Hiphop,The Score,0.845,0.312,-15.843,0.664,,,,,,,
Hiphop,"No Woman, No Cry",0.845,0.326,-13.909,0.368,,,,,,,
Hiphop,"Ease My Mind - Feat. Tre Hardson, Fat Lip & Omni",0.69,0.567,-10.875,0.609,,,,,,,
Hiphop,Daydreamin' (feat. Jill Scott),0.533,0.739,-3.573,0.617,,,,,,,
Hiphop,I'm That Type Of Nigga,0.847,0.773,-7.365,0.473,,,,,,,
Hiphop,Ya Mama,0.831,0.79,-7.608,0.739,,,,,,,
Hiphop,Bullshit,0.722,0.587,-7.893,0.813,,,,,,,
Hiphop,Y?,0.88,0.556,-5.702,0.642,,,,,,,
Hiphop,Moment In Time,0.823,0.475,-11.229,0.52,,,,,,,
Hiphop,Kill You,0.897,0.559,-8.268,0.677,,,,,,,
Hiphop,Life is Beautiful,0.533,0.638,-9.411,0.324,,,,,,,
Hiphop,Bad Meets Evil,0.664,0.903,-4.449,0.608,,,,,,,
Hiphop,Ready to Die - 2006 Remaster,0.724,0.841,-5.713,0.476,,,,,,,
Hiphop,Star Shopping,0.585,0.471,-9.934,0.323,,,,,,,
Hiphop,She Wants My Money,0.704,0.478,-6.562,0.42,,,,,,,
Hiphop,Peach,0.646,0.681,-5.847,0.421,,,,,,,
Hiphop,Crumble,0.572,0.553,-9.249,0.333,,,,,,,
Hiphop,Baby Boy,0.334,0.485,-8.838,0.436,,,,,,,
Hiphop,Georgia,0.664,0.522,-9.677,0.289,,,,,,,
Hiphop,E. Coli (feat. Earl Sweatshirt),0.322,0.555,-8.726,0.397,,,,,,,
Hiphop,Location Remote,0.396,0.527,-9.258,0.167,,,,,,,
Hiphop,Pink Matter,0.392,0.233,-11.012,0.494,,,,,,,
Hiphop,Hail Razor,0.574,0.736,-5.206,0.654,,,,,,,
Hiphop,Killuminati,0.607,0.838,-3.064,0.877,,,,,,,
Hiphop,"Day One (feat. Big L, A.G., Lord Finesse, & O.C.)",0.806,0.613,-11.08,0.688,,,,,,,
Hiphop,Devil In A New Dress,0.435,0.76,-4.935,0.206,,,,,,,
Hiphop,I Wonder,0.542,0.466,-8.665,0.124,,,,,,,
Hiphop,Everything I Am,0.631,0.623,-6.969,0.765,,,,,,,
Hiphop,romance361,0.713,0.632,-7.685,0.373,,,,,,,
Hiphop,TONYA,0.576,0.558,-7.713,0.0395,,,,,,,
Hiphop,NEW MAGIC WAND,0.621,0.73,-5.414,0.464,,,,,,,
Hiphop,PUPPET,0.508,0.557,-8.967,0.199,,,,,,,
Hiphop,"GONE, GONE / THANK YOU",0.518,0.492,-8.436,0.471,,,,,,,
Hiphop,ARE WE STILL FRIENDS?,0.216,0.497,-8.025,0.313,,,,,,,
Hiphop,My Favorite Ladies,0.747,0.713,-6.024,0.605,,,,,,,
Hiphop,Da Supafriendz feat. DOOM,0.489,0.914,-4.636,0.854,,,,,,,
Hiphop,Raid,0.419,0.871,-6.432,0.577,,,,,,,
Hiphop,Krazy World,0.412,0.816,-1.987,0.748,,,,,,,
Hiphop,The Brightside,0.646,0.64,-6.522,0.882,,,,,,,
Hiphop,"Far Away (feat. Kirk Knight, Meechy Darko, Erick The Architect & Nyck Caution)",0.768,0.648,-6.042,0.358,,,,,,,
Hiphop,Snow (feat. Killstation),0.453,0.469,-10.62,0.256,,,,,,,
Hiphop,Hellboy (Freestyle),0.629,0.488,-10.501,0.17,,,,,,,
Hiphop,Crybaby (Freestyle),0.525,0.473,-12.654,0.233,,,,,,,
Hiphop,"Love Hard, Fall Fast",0.751,0.719,-4.78,0.859,,,,,,,
Hiphop,What You Won't Do for Love,0.642,0.397,-16.842,0.798,,,,,,,
Hiphop,What's The Deal/ Half-A-Mil (Interlude),0.804,0.56,-7.324,0.658,,,,,,,
Hiphop,Run Tha Streetz,0.788,0.788,-4.342,0.722,,,,,,,
Hiphop,CAROUSEL,0.428,0.403,-5.914,0.133,,,,,,,
Hiphop,Feeling Whitney,0.412,0.227,-12.696,0.226,,,,,,,
Hiphop,Candy Paint,0.664,0.667,-5.941,0.381,,,,,,,
Hiphop,what are you so afraid of,0.639,0.312,-9.902,0.347,,,,,,,
Hiphop,Dance With the Devil,0.673,0.871,-5.781,0.232,,,,,,,
Hiphop,Beware,0.624,0.893,-4.892,0.212,,,,,,,
Hiphop,Coke & Henny Pt. 2,0.807,0.287,-9.852,0.466,,,,,,,
Hiphop,Crown,0.542,0.581,-5.687,0.0857,,,,,,,
Hiphop,On My Mind (Jorja Smith X Preditah),0.71,0.662,-5.947,0.755,,,,,,,
Hiphop,Glow In The Dark,0.75,0.601,-6.809,0.547,,,,,,,
Hiphop,His & Hers (Perspectives),0.813,0.538,-7.599,0.255,,,,,,,
Hiphop,Leaving the Past,0.844,0.807,-8.198,0.618,,,,,,,
Hiphop,difference (interlude),0.593,0.0668,-15.268,0.19,,,,,,,
Hiphop,emotions,0.63,0.63,-6.211,0.163,,,,,,,
Hiphop,The Way You Do It,0.711,0.395,-5.943,0.814,,,,,,,
Hiphop,100 Degrees,0.756,0.648,-5.287,0.657,,,,,,,
Hiphop,Walk,0.831,0.795,-6.186,0.744,,,,,,,
Hiphop,RNP (feat. Anderson .Paak),0.611,0.714,-4.696,0.628,,,,,,,
Hiphop,Have Mercy,0.794,0.44,-7.861,0.276,,,,,,,
Hiphop,Been Around,0.78,0.428,-7.069,0.549,,,,,,,
Hiphop,Kill Yourself (Part III),0.753,0.679,-7.092,0.19,,,,,,,
Hiphop,Ransom,0.745,0.642,-6.257,0.226,,,,,,,
Hiphop,Did It Again,0.699,0.575,-9.922,0.234,,,,,,,
Hiphop,On My Neck!,0.543,0.472,-9.172,0.0762,,,,,,,
Hiphop,Cold Fever Dream,0.618,0.45,-7.116,0.136,,,,,,,
Hiphop,#PROUDCATOWNERREMIX,0.783,0.522,-6.229,0.235,,,,,,,
Hiphop,Revenge,0.746,0.251,-16.169,0.18,,,,,,,
Hiphop,Above The Clouds,0.481,0.922,-4.358,0.673,,,,,,,
Hiphop,Stuck (with Arin Ray),0.509,0.689,-5.034,0.695,,,,,,,
Hiphop,RUNNING OUT OF TIME,0.36,0.391,-10.6,0.162,,,,,,,
Hiphop,NO HALO,0.643,0.573,-7.034,0.47,,,,,,,
Hiphop,Location (feat. Burna Boy),0.812,0.496,-5.969,0.55,,,,,,,
Hiphop,Disaster (feat. J Hus),0.727,0.761,-5.686,0.706,,,,,,,
Hiphop,IF YOU PRAY RIGHT,0.471,0.496,-9.983,0.569,,,,,,,
Hiphop,DEARLY DEPARTED,0.318,0.766,-6.302,0.195,,,,,,,
Hiphop,Nine,0.575,0.835,-5.587,0.233,,,,,,,
Hiphop,YOSEMITE,0.785,0.554,-6.571,0.144,,,,,,,
